,movie,location,year,year_group
2349,My Favourite Year (1982),West 45th Street (btw 7th Avenue and 8th Avenue) Manhattan.,1982,1980s
2350,My Favourite Year (1982),"Brooklyn Bridge, Lower East Side, Manhattan.",1982,1980s
2351,My Favourite Year (1982),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",1982,1980s
2352,My Father the Hero (1994),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",1994,1990s
2353,My Father the Hero (1994),"Megan's Apartment, 353 Central Park West and West 95th Street, Manhattan.",1994,1990s
2354,My Demon Lover (1987),"St Marks Place and 1st Avenue, Manhattan.",1987,1980s
2355,My Demon Lover (1987),"Cafe,  97 St Marks Place and 1st Avenue, Manhattan.",1987,1980s
2356,My Demon Lover (1987),"Denny's Apartment, 124 East 9th Street (btw Avenue A and 1st Avenue) Manhattan.",1987,1980s
2357,My Demon Lover (1987),St Marks Place (btw Avenue A and 1st Avenue) Manhattan.,1987,1980s
2358,My Demon Lover (1987),East 7th Street (btw Avenue A and 1st Avenue) Manhattan.,1987,1980s
2359,My Demon Lover (1987),Bleecker Street (btw 7th Avenue and Jones Street) Manhattan.,1987,1980s
2360,My Demon Lover (1987),"Playground, East 56th Street and Sutton Place, Manhattan.",1987,1980s
2361,My Demon Lover (1987),"Washington Square Gardens, Greenwich Village, Manhattan.",1987,1980s
2362,My Demon Lover (1987),"Belvedere Castle, Central Park, Manhattan.",1987,1980s
2363,My Blueberry Nights (2007),"Palacinka Cafe, 28 Grand Street and Thompson Street, Manhattan.",2007,2000s
2364,Music of the Heart (1999),"PS #101, East 111th Street and Park Avenue, East Harlem.",1999,1990s
2365,Music of the Heart (1999),"Carnegie Hall, 881 7th Avenue and West 56th Street, Manhattan.",1999,1990s
2366,Music of the Heart (1999),"JFK International Airport, Queens.",1999,1990s
2367,Music and Lyrics (2007),"Alex Fletcher's Apartment, 201 West 72nd Street and Broadway, Manhattan.",2007,2000s
2368,Music and Lyrics (2007),"Faust Harrison Pianos, 202 West 58th Street and 7th Avenue, Manhattan.",2007,2000s
2369,Music and Lyrics (2007),"Madison Square Garden, 4 Pennsylvania Plaza (8th Avenue & 33rd Street) Manhattan.",2007,2000s
2370,Music and Lyrics (2007),"Sophie's Workplace, 694 3rd Avenue and East 44th Street, Manhattan.",2007,2000s
2371,Music and Lyrics (2007),"Book Shop, 206 Mercer Street and Bleecker Street, Manhattan.",2007,2000s
2372,Music and Lyrics (2007),"City Bakery, 3 West 18th Street and 5th Avenue, Manhattan.",2007,2000s
2373,Music and Lyrics (2007),"La Fenice Restaurant, 2012 Broadway and West 69th Street, Manhattan.",2007,2000s
2374,Music and Lyrics (2007),"Cora's Apartment, 173 Duane Street and Greenwich Street, Manhattan.",2007,2000s
2375,The Muppets Take Manhattan (1984),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1984,1980s
2376,The Muppets Take Manhattan (1984),"Pulitzer Fountain, West 58th Street and Grand Army Plaza, Manhattan.",1984,1980s
2377,The Muppets Take Manhattan (1984),"Sardi's Restaurant, 234 West 44th Street and 7th Avenue, Manhattan.",1984,1980s
2378,The Muppets Take Manhattan (1984),"Cherry Hill, Central Park, Manhattan.",1984,1980s
2379,The Muppets Take Manhattan (1984),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1984,1980s
2380,Munich (2005),"Gantry Plaza State Park, 4-74 48th Avenue. Long Island City.",2005,2000s
2381,Multiple Sarcasms (2010),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2010,2010s
2382,Multiple Sarcasms (2010),"Washington Square North and 5th Avenue, Manhattan.",2010,2010s
2383,Multiple Sarcasms (2010),"The Mall, Central Park, Manhattan.",2010,2010s
2384,Multiple Sarcasms (2010),"Boating Lake, Central Park, Manhattan.",2010,2010s
2385,Multiple Sarcasms (2010),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2010,2010s
2386,Ms. 45 (1981),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1981,1980s
2387,Ms. 45 (1981),"Sutton Place and Sutton Square, Manhattan.",1981,1980s
2388,Ms. 45 (1981),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",1981,1980s
2389,Mrs. Parker and the Vicious Circle (1994),"Algonquin Hotel, 59 West 44th Street and 6th Avenue, Manhattan.",1994,1990s
2390,Mr. Popper's Penguins (2011),5th Avenue and Broadway (near West 23rd Street) Manhattan.,2011,2010s
2391,Mr. Popper's Penguins (2011),175 5th Avenue (btw 22nd and 23rd Street) Manhattan.,2011,2010s
2392,Mr. Popper's Penguins (2011),"Amanda's Brownstone, 17 Montgomery Place (btw 8th Avenue and Prospect Park West) Brooklyn.",2011,2010s
2393,Mr. Popper's Penguins (2011),"Popper's Apartment, 480 Park Avenue and East 58th Street, Manhattan.",2011,2010s
2394,Mr. Popper's Penguins (2011),Tavern on the Green (btw West 66th and 67th Street) Manhattan.,2011,2010s
2395,Mr. Popper's Penguins (2011),"Popper's Workplace, 115 West 42nd Street and 6th Avenue, Manhattan.",2011,2010s
2396,Mr. Popper's Penguins (2011),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2011,2010s
2397,Mr. Popper's Penguins (2011),"Guggenheim Museum, 1071 5th Avenue and East 89th Street, Manhattan.",2011,2010s
2398,Mr. Popper's Penguins (2011),"Fish Market, Washington Street (btw West 13th and 14th Streets) Manhattan.",2011,2010s
2399,Mr. Deeds (2002),"Times Square, Manhattan.",2002,2000s
2400,Mr. Deeds (2002),5th Avenue (btw 50th and 51st Street) Manhattan.,2002,2000s
2401,Mr. Deeds (2002),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",2002,2000s
2402,Mr. Deeds (2002),"Bandshell, Central Park (from 66th to 72nd Street) Manhattan.",2002,2000s
2403,Mr. Deeds (2002),"The Mall, Central Park, Manhattan.",2002,2000s
2404,Mr. Deeds (2002),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2002,2000s
2405,Mr. Deeds (2002),"Madison Square Garden, 8th Avenue and 33rd Street, Manhattan.",2002,2000s
2406,Mr and Mrs Smith (2005),"Jane Smith's Office, 570 Lexington Avenue, (East 51st and 52nd Street) Manhattan.",2005,2000s
2407,Motherhood (2009),"The Welch's Apartment, 110 Bedford Street and Grove Street, Manhattan.",2009,2000s
2408,Motherhood (2009),"French Neighbour, 109 Bedford Street and Grove Street, Manhattan.",2009,2000s
2409,Motherhood (2009),"Grove Street and Bedford Street, Manhattan.",2009,2000s
2410,Motherhood (2009),"School (PS3) 490 Hudson Street and Grove Street, Manhattan.",2009,2000s
2411,A Most Violent Year (2014),"Connection Ramp for the Queensboro Bridge, Brooklyn.",2014,2010s
2412,Moscow on the Hudson (1984),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",1984,1980s
2413,Moscow on the Hudson (1984),"Bloomingdale's, 1000 3rd Avenue and East 59th Street, Manhattan.",1984,1980s
2414,Moscow on the Hudson (1984),"Grand Army Plaza and West 58th Street, Manhattan.",1984,1980s
2415,Moscow on the Hudson (1984),"St. Marks Cinema, 133 2nd Avenue and St. Mark's Place, Manhattan.",1984,1980s
2416,The Mortal Instruments: City of Bones (2013),"6th Avenue and West 4th Street, Manhattan.",2013,2010s
2417,Morning Glory (2010),"Subway, West 42nd Street and 6th Avenue, Manhattan.",2010,2010s
2418,Morning Glory (2010),"Becky's Workplace, West 42nd Street (btw 5th and 6th Avenue) Manhattan.",2010,2010s
2419,Morning Glory (2010),"(Near Apple Store) 5th Avenue and East 59th Street, Manhattan.",2010,2010s
2420,Morning Glory (2010),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2010,2010s
2421,Morning Glory (2010),"Bryant Park, 6th Avenue and West 41st Street, Manhattan.",2010,2010s
2422,Morning Glory (2010),"Schiller's Liquor Bar, 131 Rivington Street and Norfolk Street, Manhattan.",2010,2010s
2423,Morning Glory (2010),"Elaine's Restaurant, 1703 2nd Avenue and East 88th Street, Manhattan.",2010,2010s
2424,Morning Glory (2010),"Algonquin Hotel, 59 West 44th Street and 6th Avenue, Manhattan.",2010,2010s
2425,Morning Glory (2010),"Bond 45 Restaurant, 154 West 45th Street and 7th Avenue, Manhattan.",2010,2010s
2426,Morning Glory (2010),"Smith's Bar, 701 8th Avenue and West 44th Street, Manhattan.",2010,2010s
2427,Morning Glory (2010),"21 Club, 21 West 52nd Street (btw 5th and 6th Avenue) Manhattan.",2010,2010s
2428,Morning Glory (2010),"Mike Pomeroy's Apartment, 404 Riverside Drive and West 113th Street, Manhattan.",2010,2010s
2429,Morning Glory (2010),West 42nd Street (btw 7th and 8th Avenue) Manhattan.,2010,2010s
2430,Morning Glory (2010),"5th Avenue and West 53rd Street, Manhattan.",2010,2010s
2431,Morning Glory (2010),"Brooklyn Bridge, Lower East Side, Manhattan.",2010,2010s
2432,Morning Glory (2010),"6th Avenue and West 43rd Street, Manhattan.",2010,2010s
2433,Morning Glory (2010),"Rockefeller Center, 5th Avenue (btw East 49th and 50th Streets) Manhattan.",2010,2010s
2434,Moonstruck (1987),"Loretta's Workplace, 177 Sullivan Street and Bleecker Street, Manhattan.",1987,1980s
2435,Moonstruck (1987),"Cafe Cluny, 284 West 12th Street and West 4th Street, Manhattan.",1987,1980s
2436,Moonstruck (1987),"Loretta's Apartment, 19 Cranberry Street and Willow Street, Brooklyn.",1987,1980s
2437,Moonstruck (1987),"Cranberry Street and Columbia Heights, Brooklyn.",1987,1980s
2438,Moonstruck (1987),"Sackett Street and Henry Street, Brooklyn.",1987,1980s
2439,Moonstruck (1987),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",1987,1980s
2440,The Moon Is Blue (1953),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1953,1950s
2441,Monogamy (2010),"Harrison Street and Greenwich Street, Manhattan.",2010,2010s
2442,Monogamy (2010),"Greenwich Street and Harrison Street, Manhattan.",2010,2010s
2443,Monica Z (2013),West 46th Street (btw 8th and 9th Avenues) Manhattan.,2013,2010s
2444,Monica Z (2013),"New Yorker Hotel, 481 8th Avenue and West 34th Street, Manhattan.",2013,2010s
2445,Monica Z (2013),"Lenox Lounge, 288 Lenox Avenue (btw West 124th and 125th Streets) Harlem. ",2013,2010s
2446,Money Train (1995),"Courthouse, 1 Centre Street, Manhattan.",1995,1990s
2447,Money Train (1995),"West 59th Street and 5th Avenue, Manhattan.",1995,1990s
2448,Money Train (1995),"McHales Restaurant, 750 8th Avenue and West 46th Street, Manhattan.",1995,1990s
2449,The Money Pit (1986),"The Langham, 131-139 Central Park and West 74th Street, Manhattan.",1986,1980s
2450,The Money Pit (1986),"Cafe Des Artistes, 1 West 67th Street and Central Park West, Manhattan.",1986,1980s
2451,The Money Pit (1986),"Park Avenue and East 56th Street, Manhattan.",1986,1980s
2452,The Money Pit (1986),"Mercedes Benz Store, 430 Park Avenue and East 56th Street, Manhattan.",1986,1980s
2453,Mo' Better Blues (1990),"8 Furman Street and Old Fulton Street, Brooklyn.",1990,1990s
2454,Mo' Better Blues (1990),"Cherry Lane Theatre, 38 Commerce Street and Bedford Street, Manhattan.",1990,1990s
2455,Mo' Better Blues (1990),"Tower Records, 1961 Broadway and West 66th Street, Manhattan.",1990,1990s
2456,Mo' Better Blues (1990),"Brooklyn Bridge, Lower East Side, Manhattan.",1990,1990s
2457,Mo' Better Blues (1990),"Shinbone Alley and Lafayette Street, Manhattan.",1990,1990s
2458,Mo' Better Blues (1990),"The Dizzy Club, 9 East 18th Street and 5th Avenue, Manhattan.",1990,1990s
2459,Mistress America (2015),"Times Square, Manhattan.",2015,2010s
2460,Mistress America (2015),6th Avenue (btw West 48th and 49th Streets) Manhattan.,2015,2010s
2461,Mistress America (2015),"Veselka Cafe, 144 2nd Avenue and East 9th Street, Manhattan.",2015,2010s
2462,Mister Buddwing (1966),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1966,1960s
2463,Mister Buddwing (1966),"NYU, 100 Washington Square East and Waverly Place, Manhattan.",1966,1960s
2464,Mister Buddwing (1966),"Washington Square Gardens, Greenwich Village, Manhattan.",1966,1960s
2465,Mister Buddwing (1966),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens).",1966,1960s
2466,Mister Buddwing (1966),"Apartment, 346 East 59th Street and 1st Avenue, Manhattan.",1966,1960s
2467,Missed Connections (2012),"Washington Square Gardens, Greenwich Village, Manhattan.",2012,2010s
2468,Missed Connections (2012),"Smörgås Chef, 283 West 12th Street and West 4th Street, Manhattan.",2012,2010s
2469,Missed Connections (2012),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2012,2010s
2470,Missed Connections (2012),"Phaidon Store, 83 Wooster Street and Spring Street, Manhattan.",2012,2010s
2471,Missed Connections (2012),Central Park (South-End Corner) Manhattan.,2012,2010s
2472,Missed Connections (2012),"5th Avenue and Washington Square North, Manhattan.",2012,2010s
2473,Missed Connections (2012),"Office, 184 Kent Avenue and North 4th Street, Brooklyn.",2012,2010s
2474,Missed Connections (2012),"Il Buco Restaurant, 47 Bond Street and Bowery, Manhattan.",2012,2010s
2475,Missed Connections (2012),"Epistrophy Cafe, 200 Mott Street (btw Spring and Kenmare Streets) Manhattan.",2012,2010s
2476,Miss Congeniality 2: Armed & Fabulous (2005),"Television Studio, West 67th street and Columbus Avenue, Manhattan.",2005,2000s
2477,Miss Congeniality 2: Armed & Fabulous (2005),"PS 11 William T Harris School, 320 West 21st Street and 8th Avenue, Manhattan.",2005,2000s
2478,Miss Congeniality (2000),"The St. Regis Hotel, 2 East 55th Street and 5th Avenue, Manhattan.",2000,2000s
2479,Misery (1990),"Seagram Building, 375 Park Avenue (btw East 52nd and 53rd Street) Manhattan.",1990,1990s
2480,The Mirror Has Two Faces (1996),"Columbia University, Broadway and 116th Street, Manhattan.",1996,1990s
2481,The Mirror Has Two Faces (1996),"Rose's Apartment, 505 West End Avenue and Edgar Allen Poe Street, Manhattan.",1996,1990s
2482,The Mirror Has Two Faces (1996),Tavern on the Green (btw West 66th and 67th Street) Manhattan.,1996,1990s
2483,The Mirror Has Two Faces (1996),"Monkey Bar, 60 East 54th Street and Madison Avenue, Manhattan.",1996,1990s
2484,The Mirror Has Two Faces (1996),"Alice in Wonderland, Central Park (East 74th Street) Manhattan.",1996,1990s
2485,The Mirror Has Two Faces (1996),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1996,1990s
2486,The Mirror Has Two Faces (1996),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",1996,1990s
2487,Mirage (1965),"David Stillwell's Office, 2 Broadway and Stone Street, Manhattan.",1965,1960s
2488,Mirage (1965),Broadway (btw Morris Street and Rector Street) Manhattan.,1965,1960s
2489,Mirage (1965),"Central Park Zoo, Central Park, Manhattan.",1965,1960s
2490,Mirage (1965),"Central Park West and Columbus Circle, Manhattan.",1965,1960s
2491,Mirage (1965),"Central Park West and Columbus Circle, Manhattan.",1965,1960s
2492,Mirage (1965),"Battery Park, Manhattan.",1965,1960s
2493,Mirage (1965),"Central Park Driveway and Columbus Circle, Manhattan.",1965,1960s
2494,Mirage (1965),"Pine Bank Arch, Central Park, Manhattan.",1965,1960s
2495,Mirage (1965),"Inscope Arch Bridge, Central Park, Manhattan.",1965,1960s
2496,Mirage (1965),5th Avenue (btw East 67th and 68th Streets) Manhattan.,1965,1960s
2497,Mirage (1965),"Mott Street and Grand Street, Manhattan.",1965,1960s
2498,Mirage (1965),"150 Mott Street and Grand Street, Manhattan.",1965,1960s
2499,Miracle on 34th Street (1994),Central Park West (btw West 76th and 77th Street) Manhattan.,1994,1990s
2500,Miracle on 34th Street (1994),"Times Square, Manhattan.",1994,1990s
2501,Miracle on 34th Street (1994),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1994,1990s
2502,Miracle on 34th Street (1994),"Wollman Rink (btw East 62nd & 63rd Street) Central Park, Manhattan.",1994,1990s
2503,Miracle on 34th Street (1994),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1994,1990s
2504,Miracle on 34th Street (1947),"East 61st Street and Madison Avenue, Manhattan.",1947,1940s
2505,Miracle on 34th Street (1947),Central Park West (btw West 76th and 77th Street) Manhattan.,1947,1940s
2506,Miracle on 34th Street (1947),"Macy's Store, 151 West 34th Street (btw 6th and 7th Avenues) Manhattan.",1947,1940s
2507,Miracle on 34th Street (1947),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1947,1940s
2508,Miracle in the Rain (1956),"Cherry Hill, Central Park, Manhattan.",1956,1950s
2509,Miracle in the Rain (1956),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1956,1950s
2510,Miracle in the Rain (1956),"The New York Times, 229 West 43rd Street (btw 7th & 8th Avenues) Manhattan.",1956,1950s
2511,Miracle in the Rain (1956),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",1956,1950s
2512,Miracle in the Rain (1956),"St Patrick's Cathedral, 5th Avenue (btw 50th and 51st Streets) Manhattan.",1956,1950s
2513,Mighty Aphrodite (1995),"Linda's Apartment, 333 East 75th Street and 1st Avenue, Manhattan.",1995,1990s
2514,Mighty Aphrodite (1995),"West 72nd Street and Amsterdam Avenue, Manhattan.",1995,1990s
2515,Mighty Aphrodite (1995),"Lenny's Workplace, 85 5th Avenue and East 16th Street, Manhattan.",1995,1990s
2516,Mighty Aphrodite (1995),"FAO Schwarz (Toy Store) 767 5th Avenue and East 59th Street, Manhattan.",1995,1990s
2517,Midnight Run (1988),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",1988,1980s
2518,Midnight Cowboy (1969),"Claridge Hotel, Broadway and East 44th Street, Manhattan.",1969,1960s
2519,Midnight Cowboy (1969),"Tiffany & Co Store, 727 5th Avenue and East 57th Street, Manhattan.",1969,1960s
2520,Midnight Cowboy (1969),"Park Avenue and East 68th Street, Manhattan.",1969,1960s
2521,Midnight Cowboy (1969),"Townhouse, 117 East 70th Street and Park Avenue, Manhattan.",1969,1960s
2522,Midnight Cowboy (1969),"Sylvia Miles' Apartment, 114 East 72nd Street and Park Avenue, Manhattan.",1969,1960s
2523,Midnight Cowboy (1969),"West 58th Street and 6th Avenue, Manhattan.",1969,1960s
2524,Midnight Cowboy (1969),"Telephone Booth, Grand Army Plaza and 5th Avenue, Manhattan.",1969,1960s
2525,Midnight Cowboy (1969),"Berkeley Hotel, 700 5th Avenue and West 55th Street, Manhattan.",1969,1960s
2526,Mickey Blue Eyes (1999),"Grand Street and Mulberry Street, Manhattan.",1999,1990s
2527,Mickey Blue Eyes (1999),"Minetta Tavern, 113 MacDougal Street and Minetta Lane, Manhattan.",1999,1990s
2528,Mickey Blue Eyes (1999),"Knickerbocker Bar, 33 University Place and East 9th Street, Manhattan.",1999,1990s
2529,Mickey Blue Eyes (1999),"Michael's Workplace, 22 East 71st Street and Madison Avenue, Manhattan.",1999,1990s
2530,Michael Clayton (2007),"Michael Clayton's Office, 1345 6th Avenue and West 55th Street, Manhattan.",2007,2000s
2531,Michael Clayton (2007),"Times Square, Manhattan.",2007,2000s
2532,Michael Clayton (2007),"Hilton Hotel, 1335 6th Avenue and West 53rd Street, Manhattan.",2007,2000s
2533,Michael Clayton (2007),"Desbrosses Street and Greenwich Street, Manhattan.",2007,2000s
2534,Michael Clayton (2007),"Arthur Edens' Apartment, Desbrosses Street and Greenwich Street, Manhattan.",2007,2000s
2535,Metropolitan (1990),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1990,1990s
2536,Metropolitan (1990),"21 Club, 21 West 52nd Street (btw 5th and 6th Avenue) Manhattan.",1990,1990s
2537,Metropolitan (1990),"St Thomas Church, 5th Avenue and West 53rd Street, Manhattan.",1990,1990s
2538,Metropolitan (1990),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",1990,1990s
2539,Men in Black 3 (2012),"Division Street and Forsyth Street, Chinatown, Manhattan.",2012,2010s
2540,Men in Black 3 (2012),"MIB Headquarters, Battery Place (btw Washington & Greenwich Streets) Manhattan.",2012,2010s
2541,Men in Black 3 (2012),"Electronic Store, 711 8th Avenue (btw West 44th & 45th Streets) Manhattan.",2012,2010s
2542,Men in Black 3 (2012),"Chrysler Building, 405 Lexington Avenue and East 42nd Street, Manhattan.",2012,2010s
2543,Men in Black 3 (2012),"Roosevelt Hotel, East 45th Street & Madison Avenue, Manhattan.",2012,2010s
2544,Men in Black 3 (2012),"Wonder Wheel, Coney Island, New York.",2012,2010s
2545,Men in Black 3 (2012),Mercer Street (btw Howard Street and Grand Street) Manhattan.,2012,2010s
2546,Men in Black 3 (2012),"Loft, 7 Mercer Street and Howard Street, Manhattan.",2012,2010s
2547,Men in Black 3 (2012),"Relish Diner, 225 Wythe Avenue and North 3rd Street, Brooklyn.",2012,2010s
2548,Men in Black 3 (2012),South Street (btw Market Slip and Catherine Slip) Manhattan.,2012,2010s
2549,Men in Black 2 (2002),"Empire Diner, 210 10th Avenue and West 22nd Street, Manhattan.",2002,2000s
2550,Men in Black 2 (2002),"Famous Ben's Pizza of Soho, 177 Spring Street, SoHo, Manhattan.",2002,2000s
2551,Men in Black 2 (2002),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2002,2000s
2552,Men in Black (1997),Park Avenue (near to Grand Central Terminal) Manhattan.,1997,1990s
2553,Men in Black (1997),"Guggenheim Museum, 1071 5th Avenue and East 89th Street, Manhattan.",1997,1990s
2554,Men in Black (1997),"MIB Headquarters, Battery Place (btw Washington & Greenwich Streets) Manhattan.",1997,1990s
2555,Men in Black (1997),"Battery Park, Manhattan.",1997,1990s
2556,Men in Black (1997),"Jewellery Shop, 54 Macdougal Street and Prince Street, Manhattan.",1997,1990s
2557,Melinda and Melinda (2004),"Pastis, 9th Avenue and Little W. 12th Street, Manhattan.",2004,2000s
2558,Melinda and Melinda (2004),"Madison Avenue and East 76th Street, Manhattan.",2004,2000s
2559,Melinda and Melinda (2004),"Café Boulud, 20 East 76th Street and Madison Avenue, Manhattan.",2004,2000s
2560,Melinda and Melinda (2004),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",2004,2000s
2561,Melinda and Melinda (2004),"Prince Street and Mott Street, Manhattan.",2004,2000s
2562,Melinda and Melinda (2004),"Café Gitane, 242 Mott Street and Prince Street, Manhattan.",2004,2000s
2563,Melinda and Melinda (2004),"Susan's Apartment, 112 East 91st Street and Park Avenue, Manhattan.",2004,2000s
2564,Melinda and Melinda (2004),"46 Barrow Street and Bedford Street, Manhattan.",2004,2000s
2565,Melinda and Melinda (2004),"Town Hall: Box Office, 123 West 43rd Street and 6th Avenue, Manhattan.",2004,2000s
2566,Melinda and Melinda (2004),"Joe Allen, 326 West 46th Street and 8th Avenue, Manhattan.",2004,2000s
2567,Melinda and Melinda (2004),"Archangel Antiques, 334 East 9th Street and 2nd Avenue, Manhattan.",2004,2000s
2568,Melinda and Melinda (2004),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2004,2000s
2569,Melinda and Melinda (2004),"322 West 45th Street and 8th Avenue, Manhattan.",2004,2000s
2570,Meet Joe Black (1998),"Broadway Restaurant, 2664 Broadway and West 101st Street, Manhattan.",1998,1990s
2571,Meet Joe Black (1998),"Lexington Avenue and East 23rd Street, Manhattan.",1998,1990s
2572,Meet Joe Black (1998),"Lexington Avenue and East 23rd Street, Manhattan.",1998,1990s
2573,Meet Joe Black (1998),"Bill Parrish's Penthouse Suite, 2 East 61st Street and 5th Avenue, Manhattan.",1998,1990s
2574,Meet Dave (2008),"Statue of Liberty, Liberty Island, New York Harbor.",2008,2000s
2575,Meet Dave (2008),"Staten Island Ferry, New York Harbour.",2008,2000s
2576,Meet Dave (2008),"Times Square, Manhattan.",2008,2000s
2577,Meet Dave (2008),"East 61st street (near Barney's Store) and Madison Avenue, Manhattan.",2008,2000s
2578,Meet Dave (2008),"Pulitzer Fountain, West 58th Street and Grand Army Plaza, Manhattan.",2008,2000s
2579,Meet Dave (2008),"Subway, Broadway and East 23rd Street, Manhattan.",2008,2000s
2580,Meet Dave (2008),"Mac Store, 767 5th Avenue and East 59th Street, Manhattan.",2008,2000s
2581,Meet Dave (2008),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2008,2000s
2582,Meet Dave (2008),Central Park (South East Corner) Manhattan.,2008,2000s
2583,Mean Streets (1973),"Old St Patrick's Cathedral, 264 Mulberry Street and Prince Street, Manhattan.",1973,1970s
2584,Mean Streets (1973),"Bar, 23 Cleveland Plaza and Spring Street, Manhattan.",1973,1970s
2585,Max Payne (2008),"Toronto, Ontario, Canada.",2008,2000s
2586,Maximum Risk (1996),"Brooklyn Bridge, Lower East Side, Manhattan.",1996,1990s
2587,Maximum Risk (1996),"Zanzibar Tavern, 359 Yonge Street, Toronto, Canada.",1996,1990s
2588,Married to the Mob (1988),"Rivington Street and Clinton Street, Manhattan.",1988,1980s
2589,Married to the Mob (1988),"Angela's Apartment, 71 Clinton Street and Rivington Street, Manhattan.",1988,1980s
2590,Married to the Mob (1988),"Delancey Street and Ridge Street, Manhattan.",1988,1980s
2591,Married to the Mob (1988),"Broadway and West 73rd Street, Manhattan.",1988,1980s
2592,Maria Full of Grace (2004),"Los Arriero Restaurant, 76-02 Roosevelt Avenue and 76th Street, Queens.",2004,2000s
2593,Margin Call (2011),"One Penn Plaza, 250 West 34th Street (btw 7th & 8th Avenues) Manhattan.",2011,2010s
2594,Margin Call (2011),"42nd Floor, One Penn Plaza, 250 West 34th Street (btw 7th & 8th Avenues) Manhattan.",2011,2010s
2595,Margin Call (2011),144 Columbia Heights (btw Clark Street & Pineapple Street) Brooklyn.,2011,2010s
2596,Margaret (2011),"School, 550 West End Avenue and West 87th Street, Manhattan.",2011,2010s
2597,Margaret (2011),Broadway (btw West 85th and 86th Streets) Manhattan.,2011,2010s
2598,Margaret (2011),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",2011,2010s
2599,Margaret (2011),"Subway, West 86th Street and Broadway, Manhattan.",2011,2010s
2600,Margaret (2011),"Subway, 4th Avenue and 95 Street, Bay Ridge, New York.",2011,2010s
2601,Marathon Man (1976),"East 91st Street and 5th Avenue, Manhattan.",1976,1970s
2602,Marathon Man (1976),"Pathway (near Jacqueline Kennedy Onassis Reservoir) Central Park, Manhattan.",1976,1970s
2603,Marathon Man (1976),"Central Park Zoo, Manhattan.",1976,1970s
2604,Marathon Man (1976),"Cherry Hill, Central Park, Manhattan.",1976,1970s
2605,Marathon Man (1976),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1976,1970s
2606,Marathon Man (1976),"Thomas Babington's Apartment, 435 West 47th Street (btw 9th and 10th Avenue) Manhattan.",1976,1970s
2607,Marathon Man (1976),"East 76th Street and Lexington Avenue, Manhattan.",1976,1970s
2608,Marathon Man (1976),"Diamond Shop, 36-42 West 47th Street (btw 5th and 6th Avenues) Manhattan.",1976,1970s
2609,Marathon Man (1976),"South Gate House, Jacqueline Kennedy Onassis Reservoir, Central Park, Manhattan.",1976,1970s
2610,Man Push Cart (2005),"Madison Avenue and East 54th Street, Manhattan.",2005,2000s
2611,Man Push Cart (2005),Madison Avenue (btw East 54th and 55th Streets) Manhattan.,2005,2000s
2612,Man Push Cart (2005),"Deli, 532 Madison Avenue and East 54th Street, Manhattan.",2005,2000s
2613,Man on Wire (2008),"World Trade Center, Financial, Manhattan.",2008,2000s
2614,Man on the Moon (1999),"Ed Sullivan Theatre, 1697 Broadway (btw West 53rd and 54th Street) Manhattan.",1999,1990s
